"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PG_000126_T.1",61.8392898360759,0.23379543586666,0.230662931356312,17.1511476475696,0.001806510199961,0.00808571360178727
"PG_000134_T.1",185.500922528194,0.77595057751753,0.199081541351343,31.4975140699977,2.42317235359365e-06,2.68265041611289e-05
"PG_000143_T.1",35.3200061726749,1.66252951280529,0.411638298179176,20.1007934349598,0.00047703037582616,0.0026233562980694
"PG_000144_T.1",17.3211380609372,-3.59012606140848,1.12649800902954,14.8483031056507,0.00502641241181207,0.0191993033367926
"PG_000145_T.1",16.1331136190822,-4.69695520479926,0.954020770369236,30.4612036153516,3.94246913518668e-06,4.09385087798932e-05
"PG_000147_T.1",455.864840692289,8.74072226100845,0.897667463563095,144.217456617184,3.52814502148815e-30,2.97828361988922e-26
"PG_000150_T.1",27.0710074557525,-2.21033830976215,0.632122261551431,17.1564684009087,0.00180221115789947,0.00806968067333688
"PG_000151_T.1",315.778727156658,8.64345457706991,2.31287869641219,22.189774394244,0.000183718772570305,0.00115498940134219
"PG_000156_T.1",4.93016187041023,-1.69871235180722,0.818109641255044,15.8116529222352,0.00328259588901887,0.0134050107803889
"PG_000157_T.1",43.9864136253011,3.19111283859017,0.601287064476088,37.658525271448,1.31783702186672e-07,2.09896626794112e-06
"PG_000164_T.1",10.4200221453563,9.41083027323421,1.64313314082638,44.9986184175524,3.97859066978135e-09,9.870763597049e-08
"PG_000166_T.1",3.72219802125418,-1.61491125151827,0.996065932419636,12.3566334509553,0.0148872251055871,0.0468439141659914
"PG_000167_T.1",4.42330655497046,4.94069811783133,1.88385836183469,13.94749557099,0.007464527341209,0.0267339022277538
"PG_000171_T.1",6.25580514961488,4.36824086669448,1.31803044005302,15.403289742726,0.00393386530653649,0.0155685532044669
"PG_000173_T.1",60.5332940568927,-1.51173562750996,0.429544973558574,15.5473641808465,0.00369075025124296,0.0147586301496293
"PG_000176_T.1",22.9691078431985,-5.9310885685157,1.48315904035048,19.2912222210924,0.000688866265214413,0.00358567262389855
"PG_000177_T.1",133.203323377177,-1.84930230770286,0.433757709438003,27.6724345679576,1.45321666084723e-05,0.000128084870190988
"PG_000191_T.1",19.2326164997828,-2.26819007762752,0.642463461143895,20.683346363407,0.000365885780867594,0.00208620386301506
"PG_000197_T.1",466.988600293022,-1.41467418305216,0.600268398834714,22.896083448175,0.00013282495760771,0.000872392047963806
"PG_000200_T.1",21.7910851241191,3.19752678835176,0.604561369092039,34.2659100140872,6.57235125080468e-07,8.50927961405946e-06
"PG_000201_T.1",179.081592891889,-4.91574381660859,0.83221513778124,61.9235017979296,1.14317573332304e-12,7.45182853501656e-11
"PG_000203_T.1",656.599068970481,2.83770104463795,0.390862179877241,85.7757819778481,1.03841347369319e-17,2.57816686417091e-15
